Source,Target,Weight
26,24,0.000639754505
26,21,0.00997939598
26,6,0.00425146372
26,19,0.00252759121
26,13,0.000110975399
26,17,0.00807938581
26,18,0.00911965293
26,29,0.0134929829
26,23,0.01596349
26,11,0.000601865726
26,5,0.00719758747
26,8,0.0159759653
26,30,0.00545285111
26,16,0.00188906976
26,15,0.00177370433
26,9,0.0320455394
26,3,0.0509312712
26,22,1.92e-06
26,1,0.0143827704
26,14,0.0593654886
26,27,0.0210742875
26,28,0.00550468675
26,12,0.0126576279
26,4,0.00427913812
26,2,0.000365811913
26,10,0.00121090964
12,20,0.00187495002
12,7,4.7e-05
12,25,0.000944935582
12,24,2.43e-05
12,21,0.000791270606
12,6,0.00216028285
12,19,0.00791397876
12,13,0.0105031501
12,17,5.39e-05
12,18,0.00119784434
12,29,0.00817347344
12,23,0.0146131098
12,11,9.88e-05
12,5,0.000278146914
12,8,1.26e-06
12,30,0.0224602339
12,16,1.67e-05
12,15,0.00116420515
12,9,0.00677445937
12,3,0.00111223614
12,22,0.00426068305
12,1,0.000904222425
12,14,0.00355069133
12,27,0.0145292029
12,28,0.0119904618
12,26,0.00613158154
12,4,0.00145494032
12,2,0.00124565417
12,10,0.0158566411
4,20,0.0271131992
4,7,0.00629997743
4,25,0.0128626842
4,24,0.00565642556
4,21,0.0165436507
4,6,0.00494954456
4,19,0.00349763307
4,13,0.0137215583
4,17,4.56e-06
4,18,0.00412070811
4,29,0.0199821021
4,23,0.000116718298
4,11,0.000562713385
4,5,0.00551981915
4,8,0.00263950221
4,30,0.0185162526
4,16,0.00993499748
4,15,0.00109861777
4,9,0.00434517335
4,3,0.00273393403
4,22,0.00276513725
4,1,0.040356324
4,14,0.000739554201
4,27,0.00431431756
4,28,0.00248774732
4,26,0.00184577174
4,12,0.000167772449
4,2,0.00084122177
4,10,2.91e-05
2,20,0.000116952647
2,7,0.00015663479
2,25,0.00221874609
2,24,0.00724213517
2,21,0.00443964914
2,6,0.000880097904
2,19,0.00682866028
2,13,0.000689241882
2,17,0.00163487228
2,18,0.0062765046
2,29,0.0159016092
2,23,0.00631860703
2,11,0.00147621295
2,5,1.55e-05
2,8,0.000269148201
2,30,0.000914416622
2,16,0.00112641148
2,15,0.0138682311
2,9,0.0231221651
2,3,0.000808968081
2,22,0.00940011679
2,1,0.0039934306
2,14,0.00152402847
2,27,0.000813274544
2,28,0.0182480742
2,26,0.0378480307
2,12,0.00598554374
2,4,0.00274641913
2,10,0.0217803457
10,20,0.00641483655
10,7,5.85e-06
10,25,0.00787776905
10,24,0.000177159371
10,21,0.0325330754
10,6,0.00760361453
10,19,0.0265811821
10,13,5.7e-05
10,17,0.014031927
10,18,0.000365195609
10,29,0.00745935387
10,23,0.000724227807
10,11,0.00143256159
10,5,0.000493036577
10,8,3e-05
10,30,0.00235925462
10,16,0.0150651293
10,15,0.000776949675
10,9,0.00441244423
10,3,0.000380597658
10,22,0.000221582118
10,1,5.72e-05
10,14,0.0164802529
10,27,0.0472333872
10,28,0.024209378
10,26,0.0030669348
10,12,0.00855801184
10,4,0.00543383137
10,2,0.000943629514
