Date,Index
2013-01-07,93.25180405
2013-01-14,93.23240056
2013-01-21,93.18982818
2013-01-28,93.17045295
2013-02-04,93.12580526
2013-02-11,93.03323028
2013-02-18,93.03323028
2013-02-25,93.01494725
2013-03-04,93.01996844
2013-03-11,93.01114875
2013-03-18,92.99293329
2013-03-25,93.04975208
2013-04-01,92.98482332
2013-04-08,92.99800421
2013-04-15,93.04702387
2013-04-22,93.09105377
2013-04-29,93.11603146
2013-05-06,93.13933626
2013-05-13,93.12725591
2013-05-20,93.17121398
2013-05-27,93.38618812
2013-06-03,93.35540442
2013-06-10,93.46467954
2013-06-17,93.38991136
2013-06-24,93.46088809
2013-07-01,93.48465352
2013-07-08,93.3905813
2013-07-15,93.3281032
2013-07-22,93.29657216
2013-07-29,93.18712479
2013-08-05,93.18712479
2013-08-12,93.19147691
2013-08-19,93.01065374
2013-08-26,93.01065374
2013-09-02,93.07240239
2013-09-09,93.10835545
2013-09-16,93.12545277
2013-09-23,93.13618834
2013-09-30,93.14823165
2013-10-07,93.19960069
2013-10-14,93.21319397
2013-10-21,93.21319397
2013-10-28,93.22745969
2013-11-04,93.28515182
2013-11-11,93.29373353
2013-11-18,93.24850528
2013-11-25,93.33122595
2013-12-02,93.37630543
2013-12-09,93.44892653
2013-12-16,93.53654373
2013-12-23,93.68976556
2013-12-30,93.68661815
2014-01-06,93.67542183
2014-01-13,93.67446263
2014-01-20,93.72513398
2014-01-27,93.79572124
2014-02-03,93.83535574
2014-02-10,94.02802659
2014-02-17,94.0859791
2014-02-24,94.12937443
2014-03-03,94.22513273
2014-03-10,94.25015403
2014-03-17,94.18175294
2014-03-24,94.14199473
2014-03-31,94.09897781
2014-04-07,94.1148697
2014-04-14,94.1148697
2014-04-21,94.10601238
2014-04-28,94.08572211
2014-05-05,94.09722793
2014-05-12,94.13440437
2014-05-19,94.16092344
2014-05-26,94.16944399
2014-06-02,94.20616389
2014-06-09,94.25334304
2014-06-16,94.28784764
2014-06-23,94.26056293
2014-06-30,94.20963398
2014-07-07,94.1714379
2014-07-14,94.14972615
2014-07-21,94.17783924
2014-07-28,94.19810614
